State,District,Year,Season,Crop,Area,Production
Tamil Nadu,Tiruppur,2013,Kharif,Urad,1091.0,917.0
Tamil Nadu,Tiruppur,2013,Rabi,Maize,8329.0,72255.0
Tamil Nadu,Tiruppur,2013,Rabi,Urad,997.0,851.0
Tamil Nadu,Tiruppur,2013,Whole year,Sugarcane,4713.0,461927.0
Tamil Nadu,Tiruvannamalai,2012,Kharif,Maize,579.0,1909.0
Tamil Nadu,Tiruvannamalai,2012,Kharif,Rice,91774.0,325511.0
Tamil Nadu,Tiruvannamalai,2012,Kharif,Urad,8798.0,5158.0
Tamil Nadu,Tiruvannamalai,2012,Whole year,Sugarcane,43477.0,4376790.0
Tamil Nadu,Tiruvannamalai,2013,Kharif,Maize,994.0,6498.0
Tamil Nadu,Tiruvannamalai,2013,Kharif,Rice,82625.0,359403.0
Tamil Nadu,Tiruvannamalai,2013,Kharif,Urad,5066.0,2533.0
Tamil Nadu,Tiruvannamalai,2013,Rabi,Maize,697.0,3487.0
Tamil Nadu,Tiruvannamalai,2013,Rabi,Urad,6294.0,2874.0
Tamil Nadu,Tiruvannamalai,2013,Whole year,Sugarcane,37783.0,3084592.0
Tamil Nadu,Tuticorin,2012,Kharif,Maize,29215.0,29999.0
Tamil Nadu,Tuticorin,2012,Kharif,Rice,6234.0,24375.0
Tamil Nadu,Tuticorin,2012,Kharif,Urad,29630.0,4865.0
Tamil Nadu,Tuticorin,2012,Whole year,Sugarcane,457.0,44619.0
Tamil Nadu,Tuticorin,2013,Kharif,Maize,26.0,
Tamil Nadu,Tuticorin,2013,Kharif,Rice,11730.0,55451.0
Tamil Nadu,Tuticorin,2013,Kharif,Urad,5.0,4.0
Tamil Nadu,Tuticorin,2013,Rabi,Maize,37511.0,78036.0
Tamil Nadu,Tuticorin,2013,Rabi,Urad,25824.0,4354.0
Tamil Nadu,Tuticorin,2013,Whole year,Sugarcane,204.0,21129.0
Tamil Nadu,Vellore,2012,Kharif,Maize,1143.0,3787.0
Tamil Nadu,Vellore,2012,Kharif,Rice,35707.0,152804.0
Tamil Nadu,Vellore,2012,Kharif,Urad,2476.0,1379.0
Tamil Nadu,Vellore,2012,Whole year,Sugarcane,13182.0,1244329.0
Tamil Nadu,Vellore,2013,Kharif,Maize,1533.0,10021.0
Tamil Nadu,Vellore,2013,Kharif,Rice,39366.0,192496.0
Tamil Nadu,Vellore,2013,Kharif,Urad,1866.0,1096.0
Tamil Nadu,Vellore,2013,Rabi,Maize,3946.0,19739.0
Tamil Nadu,Vellore,2013,Rabi,Urad,801.0,684.0
Tamil Nadu,Vellore,2013,Whole year,Sugarcane,11591.0,1093697.0
Tamil Nadu,Villupuram,2012,Kharif,Maize,5386.0,21524.0
Tamil Nadu,Villupuram,2012,Kharif,Rice,115591.0,396530.0
Tamil Nadu,Villupuram,2012,Kharif,Urad,22759.0,9515.0
Tamil Nadu,Villupuram,2012,Whole year,Sugarcane,79437.0,8704838.0
Tamil Nadu,Villupuram,2013,Kharif,Maize,19340.0,129683.0
Tamil Nadu,Villupuram,2013,Kharif,Rice,170443.0,796608.0
Tamil Nadu,Villupuram,2013,Kharif,Urad,21670.0,21509.0
Tamil Nadu,Villupuram,2013,Rabi,Maize,13396.0,67009.0
Tamil Nadu,Villupuram,2013,Rabi,Urad,40011.0,40984.0
Tamil Nadu,Villupuram,2013,Whole year,Sugarcane,88786.0,10598908.0
Tamil Nadu,Virudhunagar,2012,Kharif,Maize,23483.0,52304.0
Tamil Nadu,Virudhunagar,2012,Kharif,Rice,22973.0,40467.0
Tamil Nadu,Virudhunagar,2012,Kharif,Urad,2871.0,908.0
Tamil Nadu,Virudhunagar,2012,Whole year,Sugarcane,3319.0,297582.0
Tamil Nadu,Virudhunagar,2013,Kharif,Maize,4396.0,19488.0
Tamil Nadu,Virudhunagar,2013,Kharif,Rice,16470.0,68146.0
Tamil Nadu,Virudhunagar,2013,Kharif,Urad,520.0,437.0
Tamil Nadu,Virudhunagar,2013,Rabi,Maize,21161.0,96554.0
Tamil Nadu,Virudhunagar,2013,Rabi,Urad,2301.0,1461.0
Tamil Nadu,Virudhunagar,2013,Whole year,Sugarcane,2917.0,296017.0
Uttar Pradesh,Agra,2012,Kharif,Maize,73.0,204.0
Uttar Pradesh,Agra,2012,Kharif,Rice,3556.0,8975.0
Uttar Pradesh,Agra,2012,Kharif,Sugarcane,297.0,13470.0
Uttar Pradesh,Agra,2012,Kharif,Urad,344.0,228.0
Uttar Pradesh,Agra,2012,Rabi,Wheat,134889.0,516890.0
Uttar Pradesh,Agra,2012,Kharif,Maize,83.0,153.0
Uttar Pradesh,Agra,2012,Kharif,Rice,37.0,94.0
Uttar Pradesh,Agra,2012,Kharif,Urad,2.0,2.0
Uttar Pradesh,Agra,2013,Kharif,Maize,58.0,157.0
Uttar Pradesh,Agra,2013,Kharif,Rice,8691.0,22475.0
Uttar Pradesh,Agra,2013,Kharif,Sugarcane,255.0,12238.0
Uttar Pradesh,Agra,2013,Kharif,Urad,215.0,96.0
Uttar Pradesh,Agra,2013,Rabi,Wheat,132340.0,490452.0
Uttar Pradesh,Agra,2013,Kharif,Maize,114.0,209.0
Uttar Pradesh,Agra,2014,Kharif,Maize,45.0,117.0
Uttar Pradesh,Agra,2014,Kharif,Rice,10164.0,24231.0
Uttar Pradesh,Agra,2014,Kharif,Sugarcane,145.0,6106.0
Uttar Pradesh,Agra,2014,Kharif,Urad,150.0,66.0
Uttar Pradesh,Agra,2014,Rabi,Wheat,136036.0,327983.0
Uttar Pradesh,Agra,2014,Kharif,Maize,299.0,532.0
Uttar Pradesh,Aligarh,2012,Kharif,Maize,16307.0,43638.0
Uttar Pradesh,Aligarh,2012,Kharif,Rice,85311.0,209609.0
Uttar Pradesh,Aligarh,2012,Kharif,Sugarcane,10593.0,652190.0
Uttar Pradesh,Aligarh,2012,Kharif,Urad,714.0,473.0
Uttar Pradesh,Aligarh,2012,Rabi,Wheat,218374.0,756666.0
Uttar Pradesh,Aligarh,2012,Kharif,Maize,379.0,700.0
Uttar Pradesh,Aligarh,2012,Kharif,Urad,147.0,150.0
Uttar Pradesh,Aligarh,2013,Kharif,Maize,11813.0,36774.0
Uttar Pradesh,Aligarh,2013,Kharif,Rice,87525.0,196144.0
Uttar Pradesh,Aligarh,2013,Kharif,Sugarcane,7301.0,444835.0
Uttar Pradesh,Aligarh,2013,Kharif,Urad,452.0,202.0
Uttar Pradesh,Aligarh,2013,Rabi,Maize,17.0,60.0
Uttar Pradesh,Aligarh,2013,Rabi,Wheat,225289.0,811266.0
Uttar Pradesh,Aligarh,2013,Kharif,Maize,378.0,694.0
Uttar Pradesh,Aligarh,2013,Kharif,Urad,68.0,63.0
Uttar Pradesh,Aligarh,2014,Kharif,Maize,14445.0,30956.0
Uttar Pradesh,Aligarh,2014,Kharif,Rice,90420.0,201998.0
Uttar Pradesh,Aligarh,2014,Kharif,Sugarcane,6478.0,387877.0
Uttar Pradesh,Aligarh,2014,Kharif,Urad,806.0,432.0
Uttar Pradesh,Aligarh,2014,Rabi,Wheat,223267.0,546558.0
Uttar Pradesh,Aligarh,2014,Kharif,Maize,712.0,1266.0
Uttar Pradesh,Aligarh,2014,Kharif,Urad,49.0,41.0
Uttar Pradesh,Allahabad,2012,Kharif,Maize,160.0,182.0
Uttar Pradesh,Allahabad,2012,Kharif,Rice,148937.0,427300.0
Uttar Pradesh,Allahabad,2012,Kharif,Sugarcane,1019.0,62298.0
Uttar Pradesh,Allahabad,2012,Kharif,Urad,604.0,424.0
Uttar Pradesh,Allahabad,2012,Rabi,Maize,10.0,31.0
Uttar Pradesh,Allahabad,2012,Rabi,Wheat,220342.0,549112.0
Uttar Pradesh,Allahabad,2012,Kharif,Urad,2904.0,2959.0
Uttar Pradesh,Allahabad,2013,Kharif,Maize,448.0,484.0
Uttar Pradesh,Allahabad,2013,Kharif,Rice,159525.0,420986.0
Uttar Pradesh,Allahabad,2013,Kharif,Sugarcane,763.0,52058.0
Uttar Pradesh,Allahabad,2013,Kharif,Urad,805.0,497.0
Uttar Pradesh,Allahabad,2013,Rabi,Maize,41.0,146.0
Uttar Pradesh,Allahabad,2013,Rabi,Wheat,214421.0,522361.0
Uttar Pradesh,Allahabad,2013,Kharif,Urad,2997.0,1743.0
Uttar Pradesh,Allahabad,2014,Kharif,Maize,165.0,293.0
Uttar Pradesh,Allahabad,2014,Kharif,Rice,149419.0,313780.0
Uttar Pradesh,Allahabad,2014,Kharif,Sugarcane,700.0,46046.0
Uttar Pradesh,Allahabad,2014,Kharif,Urad,1747.0,814.0
Uttar Pradesh,Allahabad,2014,Rabi,Maize,54.0,129.0
Uttar Pradesh,Allahabad,2014,Rabi,Wheat,213258.0,290829.0
Uttar Pradesh,Allahabad,2014,Kharif,Urad,2725.0,605.0
Uttar Pradesh,Ambedkar nagar,2012,Kharif,Maize,418.0,436.0
Uttar Pradesh,Ambedkar nagar,2012,Kharif,Rice,115800.0,319492.0
Uttar Pradesh,Ambedkar nagar,2012,Kharif,Sugarcane,12563.0,782590.0
Uttar Pradesh,Ambedkar nagar,2012,Kharif,Urad,64.0,48.0
Uttar Pradesh,Ambedkar nagar,2012,Rabi,Maize,13.0,41.0
Uttar Pradesh,Ambedkar nagar,2012,Rabi,Wheat,117083.0,391291.0
Uttar Pradesh,Ambedkar nagar,2012,Kharif,Maize,261.0,482.0
Uttar Pradesh,Ambedkar nagar,2012,Kharif,Urad,567.0,369.0
Uttar Pradesh,Ambedkar nagar,2013,Kharif,Maize,477.0,317.0
Uttar Pradesh,Ambedkar nagar,2013,Kharif,Rice,115279.0,314251.0
Uttar Pradesh,Ambedkar nagar,2013,Kharif,Sugarcane,11972.0,740204.0
Uttar Pradesh,Ambedkar nagar,2013,Kharif,Urad,86.0,32.0
Uttar Pradesh,Ambedkar nagar,2013,Rabi,Maize,15.0,53.0
Uttar Pradesh,Ambedkar nagar,2013,Rabi,Wheat,118419.0,407835.0
Uttar Pradesh,Ambedkar nagar,2013,Kharif,Maize,255.0,468.0
Uttar Pradesh,Ambedkar nagar,2013,Kharif,Urad,827.0,410.0
Uttar Pradesh,Ambedkar nagar,2014,Kharif,Maize,394.0,286.0
Uttar Pradesh,Ambedkar nagar,2014,Kharif,Rice,118607.0,290706.0
Uttar Pradesh,Ambedkar nagar,2014,Kharif,Sugarcane,11458.0,715575.0
Uttar Pradesh,Ambedkar nagar,2014,Kharif,Urad,106.0,56.0
Uttar Pradesh,Ambedkar nagar,2014,Rabi,Maize,51.0,122.0
Uttar Pradesh,Ambedkar nagar,2014,Rabi,Wheat,120131.0,275941.0
Uttar Pradesh,Ambedkar nagar,2014,Kharif,Maize,264.0,469.0
Uttar Pradesh,Ambedkar nagar,2014,Kharif,Urad,1830.0,1005.0
Uttar Pradesh,Amethi,2012,Kharif,Maize,399.0,416.0
Uttar Pradesh,Amethi,2012,Kharif,Rice,118227.0,308454.0
Uttar Pradesh,Amethi,2012,Kharif,Sugarcane,1506.0,93814.0
Uttar Pradesh,Amethi,2012,Kharif,Urad,4747.0,2673.0
Uttar Pradesh,Amethi,2012,Rabi,Wheat,126450.0,387190.0
Uttar Pradesh,Amethi,2012,Kharif,Maize,29.0,54.0
Uttar Pradesh,Amethi,2012,Kharif,Urad,4191.0,2702.0
Uttar Pradesh,Amethi,2013,Kharif,Maize,601.0,400.0
Uttar Pradesh,Amethi,2013,Kharif,Rice,123251.0,280396.0
Uttar Pradesh,Amethi,2013,Kharif,Sugarcane,1605.0,99234.0
Uttar Pradesh,Amethi,2013,Kharif,Urad,4381.0,1613.0
Uttar Pradesh,Amethi,2013,Rabi,Maize,33.0,117.0
Uttar Pradesh,Amethi,2013,Rabi,Wheat,127180.0,302688.0
Uttar Pradesh,Amethi,2013,Kharif,Maize,75.0,138.0
Uttar Pradesh,Amethi,2013,Kharif,Urad,4732.0,2127.0
Uttar Pradesh,Amethi,2014,Kharif,Maize,539.0,392.0
Uttar Pradesh,Amethi,2014,Kharif,Rice,97395.0,147846.0
Uttar Pradesh,Amethi,2014,Kharif,Sugarcane,1602.0,100048.0
Uttar Pradesh,Amethi,2014,Kharif,Urad,2656.0,1389.0
Uttar Pradesh,Amethi,2014,Rabi,Maize,10.0,24.0
Uttar Pradesh,Amethi,2014,Rabi,Wheat,95382.0,173595.0
Uttar Pradesh,Amethi,2014,Kharif,Maize,86.0,153.0
Uttar Pradesh,Amethi,2014,Kharif,Urad,3573.0,1963.0
Uttar Pradesh,Amroha,2012,Kharif,Maize,1458.0,1311.0
Uttar Pradesh,Amroha,2012,Kharif,Rice,22530.0,40914.0
Uttar Pradesh,Amroha,2012,Kharif,Sugarcane,80944.0,5200490.0
Uttar Pradesh,Amroha,2012,Kharif,Urad,2668.0,2433.0
Uttar Pradesh,Amroha,2012,Rabi,Wheat,90059.0,289179.0
Uttar Pradesh,Amroha,2012,Kharif,Maize,369.0,682.0
Uttar Pradesh,Amroha,2012,Kharif,Urad,1.0,1.0
Uttar Pradesh,Amroha,2013,Kharif,Maize,1820.0,2186.0
Uttar Pradesh,Amroha,2013,Kharif,Rice,28126.0,59177.0
Uttar Pradesh,Amroha,2013,Kharif,Sugarcane,75729.0,5276494.0
Uttar Pradesh,Amroha,2013,Kharif,Urad,3458.0,2670.0
Uttar Pradesh,Amroha,2013,Rabi,Wheat,92633.0,305040.0
Uttar Pradesh,Amroha,2013,Kharif,Maize,338.0,621.0
Uttar Pradesh,Amroha,2013,Kharif,Rice,2.0,4.0
Uttar Pradesh,Amroha,2013,Kharif,Urad,10.0,6.0
Uttar Pradesh,Amroha,2014,Kharif,Maize,1807.0,2458.0
Uttar Pradesh,Amroha,2014,Kharif,Rice,23134.0,61606.0
Uttar Pradesh,Amroha,2014,Kharif,Sugarcane,75824.0,5348322.0
Uttar Pradesh,Amroha,2014,Kharif,Urad,3049.0,2717.0
Uttar Pradesh,Amroha,2014,Rabi,Maize,7.0,17.0
Uttar Pradesh,Amroha,2014,Rabi,Wheat,91563.0,193106.0
Uttar Pradesh,Amroha,2014,Kharif,Maize,327.0,581.0
Uttar Pradesh,Amroha,2014,Kharif,Rice,13.0,34.0
Uttar Pradesh,Amroha,2014,Kharif,Urad,1.0,1.0
Uttar Pradesh,Auraiya,2012,Kharif,Maize,8615.0,22356.0
Uttar Pradesh,Auraiya,2012,Kharif,Rice,52566.0,164321.0
Uttar Pradesh,Auraiya,2012,Kharif,Sugarcane,684.0,41522.0
Uttar Pradesh,Auraiya,2012,Kharif,Urad,1032.0,713.0
Uttar Pradesh,Auraiya,2012,Rabi,Wheat,103644.0,376020.0
Uttar Pradesh,Auraiya,2012,Kharif,Maize,1566.0,2893.0
Uttar Pradesh,Auraiya,2012,Kharif,Urad,712.0,576.0
Uttar Pradesh,Auraiya,2013,Kharif,Maize,7314.0,18709.0
Uttar Pradesh,Auraiya,2013,Kharif,Rice,53582.0,176070.0
Uttar Pradesh,Auraiya,2013,Kharif,Sugarcane,1047.0,62394.0
Uttar Pradesh,Auraiya,2013,Kharif,Urad,1242.0,711.0
Uttar Pradesh,Auraiya,2013,Rabi,Wheat,104354.0,398006.0
Uttar Pradesh,Auraiya,2013,Kharif,Maize,281.0,516.0
Uttar Pradesh,Auraiya,2013,Kharif,Urad,758.0,537.0
Uttar Pradesh,Auraiya,2014,Kharif,Maize,8219.0,19808.0
Uttar Pradesh,Auraiya,2014,Kharif,Rice,55752.0,175898.0
Uttar Pradesh,Auraiya,2014,Kharif,Sugarcane,920.0,53004.0
Uttar Pradesh,Auraiya,2014,Kharif,Urad,903.0,701.0
Uttar Pradesh,Auraiya,2014,Rabi,Maize,83.0,199.0
Uttar Pradesh,Auraiya,2014,Rabi,Wheat,104341.0,236332.0
Uttar Pradesh,Auraiya,2014,Kharif,Maize,326.0,580.0
Uttar Pradesh,Auraiya,2014,Kharif,Urad,1399.0,978.0
Uttar Pradesh,Azamgarh,2012,Kharif,Maize,6550.0,11705.0
Uttar Pradesh,Azamgarh,2012,Kharif,Rice,210961.0,453777.0
Uttar Pradesh,Azamgarh,2012,Kharif,Sugarcane,19099.0,1109652.0
Uttar Pradesh,Azamgarh,2012,Kharif,Urad,246.0,163.0
Uttar Pradesh,Azamgarh,2012,Rabi,Wheat,235690.0,693636.0
Uttar Pradesh,Azamgarh,2012,Kharif,Maize,303.0,560.0
Uttar Pradesh,Azamgarh,2012,Kharif,Rice,1.0,2.0
Uttar Pradesh,Azamgarh,2012,Kharif,Urad,170.0,118.0
Uttar Pradesh,Azamgarh,2013,Kharif,Maize,6516.0,12823.0
Uttar Pradesh,Azamgarh,2013,Kharif,Rice,217062.0,477971.0
Uttar Pradesh,Azamgarh,2013,Kharif,Sugarcane,19641.0,1129986.0
Uttar Pradesh,Azamgarh,2013,Kharif,Urad,154.0,69.0
Uttar Pradesh,Azamgarh,2013,Rabi,Maize,11.0,39.0
Uttar Pradesh,Azamgarh,2013,Rabi,Wheat,232130.0,718442.0
Uttar Pradesh,Azamgarh,2013,Kharif,Maize,309.0,568.0
Uttar Pradesh,Azamgarh,2013,Kharif,Urad,124.0,72.0
Uttar Pradesh,Azamgarh,2014,Kharif,Maize,6568.0,12486.0
Uttar Pradesh,Azamgarh,2014,Kharif,Rice,202341.0,400028.0
Uttar Pradesh,Azamgarh,2014,Kharif,Sugarcane,20282.0,1249533.0
Uttar Pradesh,Azamgarh,2014,Kharif,Urad,189.0,101.0
Uttar Pradesh,Azamgarh,2014,Rabi,Maize,114.0,170.0
Uttar Pradesh,Azamgarh,2014,Rabi,Wheat,243897.0,516574.0
Uttar Pradesh,Azamgarh,2014,Kharif,Maize,309.0,549.0
Uttar Pradesh,Azamgarh,2014,Kharif,Urad,97.0,52.0
Uttar Pradesh,Baghpat,2012,Kharif,Rice,5088.0,15483.0
Uttar Pradesh,Baghpat,2012,Kharif,Sugarcane,73561.0,5404085.0
Uttar Pradesh,Baghpat,2012,Kharif,Urad,521.0,345.0
Uttar Pradesh,Baghpat,2012,Rabi,Wheat,53718.0,238830.0
Uttar Pradesh,Baghpat,2012,Kharif,Urad,180.0,124.0
Uttar Pradesh,Baghpat,2013,Kharif,Maize,22.0,53.0
Uttar Pradesh,Baghpat,2013,Kharif,Rice,7931.0,24126.0
Uttar Pradesh,Baghpat,2013,Kharif,Sugarcane,71950.0,5562023.0
Uttar Pradesh,Baghpat,2013,Kharif,Urad,430.0,192.0
Uttar Pradesh,Baghpat,2013,Rabi,Wheat,55347.0,249172.0
Uttar Pradesh,Baghpat,2013,Kharif,Urad,137.0,79.0
Uttar Pradesh,Baghpat,2014,Kharif,Maize,31.0,73.0
Uttar Pradesh,Baghpat,2014,Kharif,Rice,5792.0,14515.0
Uttar Pradesh,Baghpat,2014,Kharif,Sugarcane,77107.0,5671682.0
Uttar Pradesh,Baghpat,2014,Kharif,Urad,290.0,156.0
Uttar Pradesh,Baghpat,2014,Rabi,Wheat,51752.0,175439.0
Uttar Pradesh,Baghpat,2014,Kharif,Maize,1.0,2.0
Uttar Pradesh,Baghpat,2014,Kharif,Urad,111.0,60.0
Uttar Pradesh,Bahraich,2012,Kharif,Maize,73289.0,95642.0
Uttar Pradesh,Bahraich,2012,Kharif,Rice,159182.0,380445.0
Uttar Pradesh,Bahraich,2012,Kharif,Sugarcane,24326.0,1312047.0
Uttar Pradesh,Bahraich,2012,Kharif,Urad,1416.0,939.0
Uttar Pradesh,Bahraich,2012,Rabi,Maize,78.0,244.0
Uttar Pradesh,Bahraich,2012,Rabi,Wheat,160153.0,455635.0
Uttar Pradesh,Bahraich,2012,Kharif,Maize,2023.0,3737.0
Uttar Pradesh,Bahraich,2012,Kharif,Urad,394.0,273.0
Uttar Pradesh,Bahraich,2013,Kharif,Maize,74878.0,103856.0
Uttar Pradesh,Bahraich,2013,Kharif,Rice,159025.0,375935.0
Uttar Pradesh,Bahraich,2013,Kharif,Sugarcane,22923.0,1282954.0
Uttar Pradesh,Bahraich,2013,Kharif,Urad,1242.0,554.0
Uttar Pradesh,Bahraich,2013,Rabi,Maize,453.0,1609.0
Uttar Pradesh,Bahraich,2013,Rabi,Wheat,167831.0,542765.0
Uttar Pradesh,Bahraich,2013,Kharif,Maize,1991.0,3658.0
Uttar Pradesh,Bahraich,2013,Kharif,Urad,284.0,164.0
Uttar Pradesh,Bahraich,2014,Kharif,Maize,66628.0,85017.0
Uttar Pradesh,Bahraich,2014,Kharif,Rice,165249.0,367679.0
Uttar Pradesh,Bahraich,2014,Kharif,Sugarcane,38237.0,2205969.0
Uttar Pradesh,Bahraich,2014,Kharif,Urad,1410.0,756.0
Uttar Pradesh,Bahraich,2014,Rabi,Maize,743.0,1778.0
Uttar Pradesh,Bahraich,2014,Rabi,Wheat,165865.0,394095.0
Uttar Pradesh,Bahraich,2014,Kharif,Maize,2254.0,4008.0
Uttar Pradesh,Bahraich,2014,Kharif,Urad,296.0,160.0
Uttar Pradesh,Ballia,2012,Kharif,Maize,28154.0,49917.0
Uttar Pradesh,Ballia,2012,Kharif,Rice,112168.0,244302.0
Uttar Pradesh,Ballia,2012,Kharif,Sugarcane,5870.0,281924.0
Uttar Pradesh,Ballia,2012,Rabi,Maize,4525.0,14168.0
Uttar Pradesh,Ballia,2012,Rabi,Wheat,135902.0,459034.0
Uttar Pradesh,Ballia,2012,Kharif,Maize,819.0,1512.0
Uttar Pradesh,Ballia,2012,Kharif,Urad,31.0,21.0
Uttar Pradesh,Ballia,2013,Kharif,Maize,28043.0,35783.0
Uttar Pradesh,Ballia,2013,Kharif,Rice,118000.0,261960.0
Uttar Pradesh,Ballia,2013,Kharif,Sugarcane,6151.0,319901.0
Uttar Pradesh,Ballia,2013,Kharif,Urad,5.0,2.0
Uttar Pradesh,Ballia,2013,Rabi,Maize,3258.0,11576.0
Uttar Pradesh,Ballia,2013,Rabi,Wheat,137861.0,395888.0
Uttar Pradesh,Ballia,2013,Kharif,Maize,762.0,1400.0
Uttar Pradesh,Ballia,2013,Kharif,Urad,22.0,13.0
Uttar Pradesh,Ballia,2014,Kharif,Maize,27434.0,40575.0
Uttar Pradesh,Ballia,2014,Kharif,Rice,122464.0,251908.0
Uttar Pradesh,Ballia,2014,Kharif,Sugarcane,4096.0,213254.0
Uttar Pradesh,Ballia,2014,Kharif,Urad,4.0,2.0
Uttar Pradesh,Ballia,2014,Rabi,Maize,3876.0,5783.0
Uttar Pradesh,Ballia,2014,Rabi,Wheat,141821.0,321804.0
Uttar Pradesh,Ballia,2014,Kharif,Maize,745.0,1325.0
Uttar Pradesh,Ballia,2014,Kharif,Urad,9.0,5.0
Uttar Pradesh,Balrampur,2012,Kharif,Maize,7388.0,8747.0
Uttar Pradesh,Balrampur,2012,Kharif,Rice,106533.0,247370.0
Uttar Pradesh,Balrampur,2012,Kharif,Sugarcane,52493.0,2647747.0
Uttar Pradesh,Balrampur,2012,Kharif,Urad,1494.0,990.0
Uttar Pradesh,Balrampur,2012,Rabi,Wheat,87826.0,238448.0
Uttar Pradesh,Balrampur,2012,Kharif,Maize,270.0,499.0
Uttar Pradesh,Balrampur,2012,Kharif,Urad,33.0,23.0
Uttar Pradesh,Balrampur,2013,Kharif,Maize,2160.0,2650.0
Uttar Pradesh,Balrampur,2013,Kharif,Rice,105387.0,232800.0
Uttar Pradesh,Balrampur,2013,Kharif,Sugarcane,44097.0,2129180.0
Uttar Pradesh,Balrampur,2013,Kharif,Urad,1510.0,674.0
Uttar Pradesh,Balrampur,2013,Rabi,Maize,33.0,117.0
Uttar Pradesh,Balrampur,2013,Rabi,Wheat,85817.0,236801.0
Uttar Pradesh,Balrampur,2013,Kharif,Maize,127.0,233.0
Uttar Pradesh,Balrampur,2014,Kharif,Maize,7772.0,9241.0
Uttar Pradesh,Balrampur,2014,Kharif,Rice,108030.0,198235.0
Uttar Pradesh,Balrampur,2014,Kharif,Sugarcane,43539.0,2227978.0
Uttar Pradesh,Balrampur,2014,Kharif,Urad,1440.0,772.0
Uttar Pradesh,Balrampur,2014,Rabi,Maize,428.0,1024.0
Uttar Pradesh,Balrampur,2014,Rabi,Wheat,90246.0,189697.0
Uttar Pradesh,Balrampur,2014,Kharif,Maize,266.0,473.0
Uttar Pradesh,Balrampur,2014,Kharif,Urad,23.0,13.0
Uttar Pradesh,Banda,2012,Kharif,Maize,9.0,16.0
Uttar Pradesh,Banda,2012,Kharif,Rice,49833.0,87208.0
Uttar Pradesh,Banda,2012,Kharif,Sugarcane,481.0,17871.0
Uttar Pradesh,Banda,2012,Kharif,Urad,4081.0,1836.0
Uttar Pradesh,Banda,2012,Rabi,Wheat,153753.0,343012.0
Uttar Pradesh,Banda,2013,Kharif,Maize,4.0,7.0
Uttar Pradesh,Banda,2013,Kharif,Rice,56350.0,101881.0
Uttar Pradesh,Banda,2013,Kharif,Sugarcane,558.0,24925.0
Uttar Pradesh,Banda,2013,Kharif,Urad,3640.0,1551.0
Uttar Pradesh,Banda,2013,Rabi,Maize,109.0,387.0
Uttar Pradesh,Banda,2013,Rabi,Wheat,164065.0,311815.0
Uttar Pradesh,Banda,2014,Kharif,Maize,3.0,5.0
Uttar Pradesh,Banda,2014,Kharif,Rice,45895.0,81923.0
Uttar Pradesh,Banda,2014,Kharif,Sugarcane,398.0,16097.0
Uttar Pradesh,Banda,2014,Kharif,Urad,4733.0,1500.0
Uttar Pradesh,Banda,2014,Rabi,Wheat,151692.0,137988.0
Uttar Pradesh,Banda,2014,Kharif,Urad,11.0,6.0
Uttar Pradesh,Barabanki,2012,Kharif,Maize,3464.0,2186.0
Uttar Pradesh,Barabanki,2012,Kharif,Rice,183962.0,562372.0
Uttar Pradesh,Barabanki,2012,Kharif,Sugarcane,9746.0,587801.0
Uttar Pradesh,Barabanki,2012,Kharif,Urad,9180.0,5389.0
Uttar Pradesh,Barabanki,2012,Rabi,Wheat,162341.0,603259.0
Uttar Pradesh,Barabanki,2012,Kharif,Maize,473.0,874.0
Uttar Pradesh,Barabanki,2012,Kharif,Urad,891.0,431.0
Uttar Pradesh,Barabanki,2013,Kharif,Maize,3450.0,3402.0
Uttar Pradesh,Barabanki,2013,Kharif,Rice,181235.0,517970.0
Uttar Pradesh,Barabanki,2013,Kharif,Sugarcane,9881.0,605073.0
Uttar Pradesh,Barabanki,2013,Kharif,Urad,9279.0,4575.0
Uttar Pradesh,Barabanki,2013,Rabi,Maize,6.0,21.0
Uttar Pradesh,Barabanki,2013,Rabi,Wheat,166533.0,590693.0
Uttar Pradesh,Barabanki,2013,Kharif,Maize,420.0,772.0
Uttar Pradesh,Barabanki,2013,Kharif,Urad,618.0,278.0
Uttar Pradesh,Barabanki,2014,Kharif,Maize,2980.0,2166.0
Uttar Pradesh,Barabanki,2014,Kharif,Rice,191884.0,529600.0
Uttar Pradesh,Barabanki,2014,Kharif,Sugarcane,9736.0,564143.0
Uttar Pradesh,Barabanki,2014,Kharif,Urad,9381.0,4906.0
Uttar Pradesh,Barabanki,2014,Rabi,Maize,85.0,204.0
Uttar Pradesh,Barabanki,2014,Rabi,Wheat,165449.0,392114.0
Uttar Pradesh,Barabanki,2014,Kharif,Maize,299.0,532.0
Uttar Pradesh,Barabanki,2014,Kharif,Urad,456.0,172.0
Uttar Pradesh,Bareilly,2012,Kharif,Maize,260.0,546.0
Uttar Pradesh,Bareilly,2012,Kharif,Rice,145203.0,324384.0
Uttar Pradesh,Bareilly,2012,Kharif,Sugarcane,96523.0,6046973.0
Uttar Pradesh,Bareilly,2012,Kharif,Urad,11834.0,8331.0
Uttar Pradesh,Bareilly,2012,Rabi,Wheat,200363.0,615114.0
Uttar Pradesh,Bareilly,2012,Kharif,Maize,70.0,129.0
Uttar Pradesh,Bareilly,2012,Kharif,Rice,783.0,1749.0
Uttar Pradesh,Bareilly,2013,Kharif,Maize,464.0,941.0
